author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Самолет,developer,https://www.cian.ru/sale/flat/293922171/,Москва,sale,flat,11,14,1,34.22,-1,0,8236867.0,,,к2,Филатов Луг,Квартал Марьино ЖК
Самолет,developer,https://www.cian.ru/sale/flat/290481424/,Москва,sale,flat,2,23,1,36.94,-1,0,8184808.0,,,к2.2,Румянцево,Тропарево Парк
Самолет,developer,https://www.cian.ru/sale/flat/297650798/,Москва,sale,flat,2,9,1,46.51,-1,0,8230166.0,,,к33,Рассказовка,Новое Внуково ЖК
Самолет,developer,https://www.cian.ru/sale/flat/295317261/,Москва,sale,flat,16,16,1,42.2,-1,0,8189780.0,,,к2,Филатов Луг,Цветочные Поляны
Самолет,developer,https://www.cian.ru/sale/flat/296356643/,Москва,sale,flat,13,13,1,36.15,-1,0,8213792.0,,,к11,Филатов Луг,Цветочные Поляны ЖК
Самолет,developer,https://www.cian.ru/sale/flat/301118764/,Москва,sale,flat,2,17,1,39.24,-1,0,8162268.0,,,к12,Филатов Луг,Цветочные Поляны ЖК
,,https://www.cian.ru/sale/flat/299651960/,Москва,sale,flat,2,17,1,34.4,-1,0,8248608.0,Южное Бутово,,3.2,Щербинка,Никольские Луга ЖК
Plus Development,developer,https://www.cian.ru/sale/flat/298554341/,Москва,sale,flat,11,23,1,38.5,-1,0,8223203.0,,,,Филатов Луг,Детали ЖК
ФСК,developer,https://www.cian.ru/sale/flat/290832136/,Москва,sale,flat,3,15,1,34.83,-1,0,8221169.0,,,к1,Румянцево,Движение. Говорово ЖК
ФСК,developer,https://www.cian.ru/sale/flat/290832156/,Москва,sale,flat,3,15,1,35.8,-1,0,8194189.0,,,к1,Румянцево,Движение. Говорово ЖК
Группа Аквилон,developer,https://www.cian.ru/sale/flat/298798109/,Москва,sale,flat,2,23,1,33.6,-1,0,8204498.0,Отрадное,Сигнальный проезд,12,Владыкино,Akvilon Signal
,,https://www.cian.ru/sale/flat/299509996/,Москва,sale,flat,3,14,1,38.3,-1,0,8181648.0,Тимирязевский,к3.5,к3.5,Верхние Лихоборы,Большая Академическая 85 ЖК
Доступная Недвижимость. 8 отдел,real_estate_agent,https://www.cian.ru/sale/flat/300298431/,Москва,sale,flat,3,12,1,37.9,-1,0,8200000.0,, Яворки,1к2,Тёплый Стан,Кленовые Аллеи
Апрелевка С2,developer,https://www.cian.ru/sale/flat/297846934/,Москва,sale,flat,3,3,1,48.9,-1,0,8215200.0,, Генерала Донскова,29к5,Апрелевка,Борисоглебское
Самолет,developer,https://www.cian.ru/sale/flat/300305531/,Москва,sale,flat,11,14,1,38.74,-1,0,8250492.0,,,к19,Щербинка,Остафьево ЖК
Plus Development,developer,https://www.cian.ru/sale/flat/298554501/,Москва,sale,flat,9,23,1,43.1,-1,0,8264228.0,,,,Филатов Луг,Детали ЖК
Самолет,developer,https://www.cian.ru/sale/flat/299286010/,Москва,sale,flat,16,23,1,34.4,-1,0,8299182.0,,,к2.4,Румянцево,Тропарево Парк
ПИК,developer,https://www.cian.ru/sale/flat/301047189/,Москва,sale,flat,20,25,1,34.5,-1,0,8289418.0,Крюково,Зеленоград,6.4,Зеленоград — Крюково,Зеленый Парк ЖК
А101,developer,https://www.cian.ru/sale/flat/297483137/,Москва,sale,flat,2,8,1,35.7,-1,0,8266086.0,,,6.1,Бунинская аллея,Бунинские Кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/296666356/,Москва,sale,flat,8,19,1,33.1,-1,0,8299626.0,,,,Бунинская аллея,Бунинские кварталы
А101,developer,https://www.cian.ru/sale/flat/296070828/,Москва,sale,flat,4,17,1,33.0,-1,0,8268565.0,,,7.1,Улица Горчакова,Бунинские Кварталы ЖК
Самолет,developer,https://www.cian.ru/sale/flat/296605873/,Москва,sale,flat,2,23,1,34.73,-1,0,8289645.0,,,к2.3,Румянцево,Тропарево Парк
Самолет,developer,https://www.cian.ru/sale/flat/297650576/,Москва,sale,flat,2,9,1,44.47,-1,0,8292791.0,,,к32,Рассказовка,Новое Внуково ЖК
Самолет,developer,https://www.cian.ru/sale/flat/295317269/,Москва,sale,flat,2,14,1,40.6,-1,0,8264179.0,,,к2,Филатов Луг,Цветочные Поляны
QLS Group,real_estate_agent,https://www.cian.ru/sale/flat/300870296/,Москва,sale,flat,10,20,1,36.8,-1,0,8250000.0,Бирюлево Восточное,6-я Радиальная ,7/1к1,Царицыно,Царицыно-2
ID 88424902,unknown,https://www.cian.ru/sale/flat/301739050/,Москва,sale,flat,1,6,1,31.0,-1,0,8250000.0,, Жемчужная,1к10,Филатов Луг,Марьино Град
Самолет,developer,https://www.cian.ru/sale/flat/294793886/,Москва,sale,flat,1,9,1,38.27,-1,0,8387054.0,,,к25,Рассказовка,Новое Внуково ЖК
Самолет,developer,https://www.cian.ru/sale/flat/296654112/,Москва,sale,flat,2,5,1,44.33,-1,0,8390540.0,,,к30,Рассказовка,Новое Внуково ЖК
Самолет,developer,https://www.cian.ru/sale/flat/293629619/,Москва,sale,flat,1,10,1,34.31,-1,0,8339154.0,,,к18,Рассказовка,Новое Внуково ЖК
Самолет,developer,https://www.cian.ru/sale/flat/298021764/,Москва,sale,flat,6,7,1,36.38,-1,0,8383332.0,,,к24,Рассказовка,Новое Внуково ЖК
Самолет,developer,https://www.cian.ru/sale/flat/294793865/,Москва,sale,flat,1,8,1,37.55,-1,0,8363764.0,,,к27,Рассказовка,Новое Внуково ЖК
,,https://www.cian.ru/sale/flat/301676775/,Москва,sale,flat,2,17,1,36.2,-1,0,8360424.0,Южное Бутово,,,Щербинка,Никольские Луга ЖК
,,https://www.cian.ru/sale/flat/299513399/,Москва,sale,flat,10,17,1,32.2,-1,0,8346269.0,Южное Бутово,,3.2,Щербинка,Никольские Луга ЖК
А101,developer,https://www.cian.ru/sale/flat/300767538/,Москва,sale,flat,5,19,1,36.7,-1,0,8392666.0,,,,Бунинская аллея,Бунинские кварталы
Самолет,developer,https://www.cian.ru/sale/flat/295519200/,Москва,sale,flat,15,17,1,39.95,-1,0,8391600.0,,,к2,Филатов Луг,Квартал Марьино ЖК
Самолет,developer,https://www.cian.ru/sale/flat/297650683/,Москва,sale,flat,9,9,1,48.08,-1,0,8388423.0,,,к31,Рассказовка,Новое Внуково ЖК
Самолет,developer,https://www.cian.ru/sale/flat/297650688/,Москва,sale,flat,9,9,1,41.53,-1,0,8397392.0,,,к31,Рассказовка,Новое Внуково ЖК
Самолет,developer,https://www.cian.ru/sale/flat/295317273/,Москва,sale,flat,16,16,1,38.4,-1,0,8300345.0,,,к2,Филатов Луг,Цветочные Поляны
Самолет,developer,https://www.cian.ru/sale/flat/299470907/,Москва,sale,flat,12,16,1,38.2,-1,0,8373310.0,,,к3,Филатов Луг,Цветочные Поляны
Jcat,real_estate_agent,https://www.cian.ru/sale/flat/301215878/,Москва,sale,flat,8,9,1,35.0,-1,0,8300000.0,Гольяново,Хабаровская ,1,Щёлковская,
МИЭЛЬ,real_estate_agent,https://www.cian.ru/sale/flat/296956787/,Москва,sale,flat,2,2,1,15.1,-1,0,8300000.0,Басманный,Гороховский переулок,6/1С2,Курская,
ФСК,developer,https://www.cian.ru/sale/flat/279103174/,Москва,sale,flat,2,15,1,36.62,-1,0,8391013.0,,,к1,Румянцево,Движение. Говорово ЖК
ФСК,developer,https://www.cian.ru/sale/flat/299343135/,Москва,sale,flat,8,15,1,34.61,-1,0,8379936.0,,,к2,Солнцево,Движение. Говорово ЖК
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/300857379/,Москва,sale,flat,2,14,1,42.5,-1,0,8300000.0,, Спортивная,17,Щербинка,
Апрелевка С2,developer,https://www.cian.ru/sale/flat/293999168/,Москва,sale,flat,2,3,1,49.3,-1,0,8381000.0,, Генерала Донскова,25к8,Апрелевка,Борисоглебское
Татьяна Артыкова,realtor,https://www.cian.ru/sale/flat/267135296/,Москва,sale,flat,3,16,1,30.6,-1,0,8300000.0,, Эдварда Грига,18к4,Улица Скобелевская,Скандинавия
Самолет,developer,https://www.cian.ru/sale/flat/285398329/,Москва,sale,flat,7,14,1,32.4,-1,0,8471045.0,, Стожарова,11,Рассказовка,Новое Внуково
Самолет,developer,https://www.cian.ru/sale/flat/297499603/,Москва,sale,flat,1,5,1,48.37,-1,0,8466582.0,,,к30,Рассказовка,Новое Внуково ЖК
Самолет,developer,https://www.cian.ru/sale/flat/299285763/,Москва,sale,flat,6,14,1,34.61,-1,0,8487660.0,,,к20,Щербинка,Остафьево ЖК
Самолет,developer,https://www.cian.ru/sale/flat/297698173/,Москва,sale,flat,10,14,1,32.7,-1,0,8493922.0,,,к15,Щербинка,Остафьево ЖК
ПИК,developer,https://www.cian.ru/sale/flat/298764646/,Москва,sale,flat,2,25,1,35.5,-1,0,8431285.0,Крюково,Зеленоград,6.2,Зеленоград — Крюково,Зеленый Парк ЖК
А101,developer,https://www.cian.ru/sale/flat/296071335/,Москва,sale,flat,4,19,1,34.5,-1,0,8480200.0,,,7.1,Бунинская аллея,Бунинские Кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/295212816/,Москва,sale,flat,2,18,1,36.2,-1,0,8499796.0,,,5.1,Бунинская аллея,Бунинские Кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/295212474/,Москва,sale,flat,5,19,1,38.7,-1,0,8406922.0,,,5.1,Бунинская аллея,Бунинские Кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/296666531/,Москва,sale,flat,5,19,1,34.7,-1,0,8490570.0,,,,Улица Горчакова,Бунинские кварталы
А101,developer,https://www.cian.ru/sale/flat/299594681/,Москва,sale,flat,2,19,1,35.6,-1,0,8495264.0,,,,Бунинская аллея,Бунинские кварталы
А101,developer,https://www.cian.ru/sale/flat/296071192/,Москва,sale,flat,2,17,1,36.2,-1,0,8490743.0,,,7.1,Бунинская аллея,Бунинские Кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/296397513/,Москва,sale,flat,4,10,1,37.9,-1,0,8472393.0,,,1.1,Толстопальцево,Родные кварталы ЖК
Самолет,developer,https://www.cian.ru/sale/flat/290476088/,Москва,sale,flat,15,23,1,38.59,-1,0,8421130.0,,,к2.2,Румянцево,Тропарево Парк
Plus Development,developer,https://www.cian.ru/sale/flat/298554163/,Москва,sale,flat,7,23,1,43.8,-1,0,8491205.0,,,,Филатов Луг,Детали ЖК
КРОСТ,developer,https://www.cian.ru/sale/flat/277811357/,Москва,sale,flat,17,22,1,31.8,-1,0,8490600.0,,,,Прокшино,Новая Звезда ЖК
,,https://www.cian.ru/sale/flat/301676852/,Москва,sale,flat,4,17,1,34.8,-1,0,8439116.0,Южное Бутово,,3.1,Щербинка,Никольские Луга ЖК
,,https://www.cian.ru/sale/flat/300212520/,Москва,sale,flat,17,17,1,36.1,-1,0,8477001.0,, Мостотреста,,Щербинка,Юнино
One Life,real_estate_agent,https://www.cian.ru/sale/flat/298622666/,Москва,sale,flat,16,18,1,32.2,-1,0,8450000.0,Останкинский,Березовая аллея,19к4,Ботанический сад,Апарт-комплекс Легендарный квартал
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/295977963/,Москва,sale,flat,1,12,1,39.2,-1,0,8450000.0,Ивановское,Челябинская ,24К1,Новогиреево,
Апрелевка С2,developer,https://www.cian.ru/sale/flat/297846950/,Москва,sale,flat,1,3,1,40.7,-1,0,8424900.0,, Генерала Донскова,29к5,Апрелевка,Борисоглебское
Самолет,developer,https://www.cian.ru/sale/flat/294721619/,Москва,sale,flat,1,10,1,34.41,-1,0,8521949.0,,,к19,Рассказовка,Новое Внуково ЖК
Самолет,developer,https://www.cian.ru/sale/flat/296605725/,Москва,sale,flat,2,12,1,34.64,-1,0,8507602.0,,,к21,Щербинка,Остафьево ЖК
Самолет,developer,https://www.cian.ru/sale/flat/296605721/,Москва,sale,flat,2,12,1,35.81,-1,0,8539644.0,,,к21,Щербинка,Остафьево ЖК
Самолет,developer,https://www.cian.ru/sale/flat/296431633/,Москва,sale,flat,14,14,1,35.46,-1,0,8507952.0,,,к14,Щербинка,Остафьево ЖК
Самолет,developer,https://www.cian.ru/sale/flat/285395727/,Москва,sale,flat,12,14,1,37.57,-1,0,8517042.0,,,к16,Щербинка,Остафьево ЖК
,,https://www.cian.ru/sale/flat/299520364/,Москва,sale,flat,3,17,1,35.9,-1,0,8514187.0,Южное Бутово,,3.2,Щербинка,Никольские Луга ЖК
Самолет,developer,https://www.cian.ru/sale/flat/285452355/,Москва,sale,flat,7,23,1,35.9,-1,0,8520837.0,,,к2.4,Румянцево,Тропарево Парк
А101,developer,https://www.cian.ru/sale/flat/301609513/,Москва,sale,flat,2,8,1,33.8,-1,0,8549352.0,,,к3.4,Бунинская аллея,Бунинские Кварталы ЖК
Самолет,developer,https://www.cian.ru/sale/flat/296825141/,Москва,sale,flat,10,12,1,40.81,-1,0,8538926.0,,,к2,Филатов Луг,Квартал Марьино ЖК
Самолет,developer,https://www.cian.ru/sale/flat/296293147/,Москва,sale,flat,8,10,1,33.45,-1,0,8532181.0,,,к11,Филатов Луг,Цветочные Поляны ЖК
ПИК,developer,https://www.cian.ru/sale/flat/297097599/,Москва,sale,flat,3,11,1,32.8,-1,0,8533641.0,Крюково,Зеленоград,6.3,Зеленоград — Крюково,Зеленый Парк ЖК
,,https://www.cian.ru/sale/flat/301676717/,Москва,sale,flat,3,17,1,36.5,-1,0,8514750.0,Южное Бутово,,,Щербинка,Никольские Луга ЖК
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/299727429/,Москва,sale,flat,5,8,1,37.0,-1,0,8500000.0,, Золотошвейная,9,Филатов Луг,
,,https://www.cian.ru/sale/flat/299511125/,Москва,sale,flat,7,17,1,32.3,-1,0,8507060.0,,,1.2,Щербинка,Юнино ЖК
Апрелевка С2,developer,https://www.cian.ru/sale/flat/293999191/,Москва,sale,flat,2,3,1,49.5,-1,0,8514000.0,, Генерала Донскова,25к8,Апрелевка,Борисоглебское
ЛэндЛ,real_estate_agent,https://www.cian.ru/sale/flat/297433458/,Москва,sale,flat,3,17,1,38.6,-1,0,8500000.0,Косино-Ухтомский,Лухмановская ,34,Лухмановская,
Екатерина Яловецкая,realtor,https://www.cian.ru/sale/flat/297467141/,Москва,sale,flat,6,14,1,41.2,-1,0,8500000.0,, Кварцевая,4к1,Бунинская аллея,
Самолет,developer,https://www.cian.ru/sale/flat/300840550/,Москва,sale,flat,3,10,1,32.39,-1,0,8599751.0,,,к17,Рассказовка,Новое Внуково ЖК
