author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Концерн КРОСТ,developer,https://www.cian.ru/sale/flat/298380361/,Москва,sale,flat,17,19,1,38.9,-1,0,25362800.0,Щукино, Ротмистрова,2,Октябрьское поле,Театральный квартал
Sense Development,developer,https://www.cian.ru/sale/flat/299349339/,Москва,sale,flat,7,13,1,43.2,-1,0,25801520.0,Даниловский,Подольское шоссе,3,Тульская,Logos
Метр-Инфо,real_estate_agent,https://www.cian.ru/sale/flat/301808361/,Москва,sale,flat,11,25,1,46.0,-1,0,25700000.0,Очаково-Матвеевское,Нежинская ,5к2,Матвеевская,Городские резиденции SPIRES
Центральный Департамент Недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/298677787/,Москва,sale,flat,4,24,1,34.0,-1,0,25800000.0,Красносельский,Большая Спасская ,35,Комсомольская,Dialog
MR Group,developer,https://www.cian.ru/sale/flat/276155303/,Москва,sale,flat,3,57,1,39.51,-1,0,26082092.0,Филевский парк,,,Фили,Фили Сити ЖК
MadeState,real_estate_agent,https://www.cian.ru/sale/flat/300069031/,Москва,sale,flat,18,32,1,51.0,-1,0,26000000.0,Хорошевский,Хорошевское шоссе,12к1,Беговая,Дом на Беговой
Regions Development,developer,https://www.cian.ru/sale/flat/301687437/,Москва,sale,flat,8,23,1,58.1,-1,0,26286198.0,Нагатинский затон,проспект Андропова,9/1к2,Технопарк,Dream Towers
Level Group,developer,https://www.cian.ru/sale/flat/301557214/,Москва,sale,flat,2,32,1,32.4,-1,0,,Хорошево-Мневники,Причальный проезд,10А,Шелепиха,Level Причальный
Центр-Инвест,developer,https://www.cian.ru/sale/flat/298576239/,Москва,sale,flat,15,22,1,36.8,-1,0,26213596.0,Красносельский,Большая Спасская ,35,Площадь трёх вокзалов,Dialog
Мангазея,developer,https://www.cian.ru/sale/flat/301581579/,Москва,sale,flat,-1,-1,-1,1.0,-1,0,26326989.0,Щукино,Щукинская ,,Щукинская,Интонация
Главстрой,developer,https://www.cian.ru/sale/flat/296921128/,Москва,sale,flat,3,20,1,51.1,-1,0,26659227.0,Филевский парк,Береговой проезд,2,Народное Ополчение,Береговой-2
СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/301560441/,Москва,sale,flat,23,35,1,45.0,-1,0,26500000.0,Останкинский, Годовикова,11к2,Алексеевская,iLove
MadeState,real_estate_agent,https://www.cian.ru/sale/flat/301364480/,Москва,sale,flat,18,42,1,40.7,-1,0,26500000.0,Хорошевский,Ленинградский проспект,37/3,Аэропорт,Прайм Парк
Аеон-Девелопмент,developer,https://www.cian.ru/sale/flat/301173856/,Москва,sale,flat,2,46,1,42.5,-1,0,26738605.0,Дорогомилово,Кутузовский проезд,16А/1,Фили,River Park Кутузовский
Рублево-Архангельское,developer,https://www.cian.ru/sale/flat/298516165/,Москва,sale,flat,2,12,1,55.93,-1,0,26712168.0,,,В19 кв-л,Павшино,Сберсити ЖК
ИнСити,real_estate_agent,https://www.cian.ru/sale/flat/300643170/,Москва,sale,flat,11,20,1,51.0,-1,0,27038015.0,Сокольники, Матросская Тишина,12,Сокольники,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300283626/,Москва,sale,flat,15,20,1,48.9,-1,0,27000000.0,Раменки,Кинематографический кв-л,,Аминьевская,Событие ЖК
Forma,developer,https://www.cian.ru/sale/flat/301266092/,Москва,sale,flat,7,8,1,43.2,-1,0,27155520.0,Аэропорт,Часовая ,28к8,Красный Балтиец,SOUL
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/299850230/,Москва,sale,flat,10,17,1,45.3,-1,0,27000000.0,Филевский парк, Василисы Кожиной,вл25/1,Филёвский парк,AHEAD
Regions Development,developer,https://www.cian.ru/sale/flat/301581464/,Москва,sale,flat,12,23,1,58.1,-1,0,27342448.0,Нагатинский затон,,,Технопарк,Дрим Тауэрс ЖК
MR Group,developer,https://www.cian.ru/sale/flat/280461833/,Москва,sale,flat,4,9,1,44.14,-1,0,27429037.0,Марьина роща,,,Марьина Роща,Мод ЖК
Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/286542367/,Москва,sale,flat,13,42,1,42.0,-1,0,27500000.0,Хорошевский,Ленинградский проспект,37/3,Аэропорт,Прайм Парк
MR Group,developer,https://www.cian.ru/sale/flat/290790429/,Москва,sale,flat,7,57,1,47.72,-1,0,27616280.0,Филевский парк,,,Фили,Фили Сити ЖК
Vysotsky Estate,real_estate_agent,https://www.cian.ru/sale/flat/301721753/,Москва,sale,flat,9,11,1,39.8,-1,0,28000000.0,Басманный, Казакова,7,Курская,
TOUCH,developer,https://www.cian.ru/sale/flat/294675106/,Москва,sale,flat,7,8,1,52.17,-1,0,28109700.0,Южнопортовый,,к1,Дубровка,Шампайн ЖК
GloraX,developer,https://www.cian.ru/sale/flat/300398462/,Москва,sale,flat,4,21,1,53.11,-1,0,28789999.0,Беговой, 1-я Ямского Поля,28С3,Белорусская,GloraX Premium Белорусская
Sense Development,developer,https://www.cian.ru/sale/flat/298147653/,Москва,sale,flat,10,13,1,41.1,-1,0,28727105.0,Даниловский,Подольское шоссе,3,Тульская,Logos
MR Group,developer,https://www.cian.ru/sale/flat/300737617/,Москва,sale,flat,3,36,1,36.7,-1,0,29128619.0,Беговой,Ленинградский проспект,вл8,Белорусская,Slava
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/300531835/,Москва,sale,flat,32,46,1,45.0,-1,0,29000000.0,Хорошево-Мневники,Шелепихинская набережная,34к2зд2,Шелепиха,Сердце Столицы
Вертикаль,real_estate_agent,https://www.cian.ru/sale/flat/300931694/,Москва,sale,flat,19,23,1,45.0,-1,0,29000000.0,Очаково-Матвеевское,Нежинская ,3,Матвеевская,
Стадион Спартак,developer,https://www.cian.ru/sale/flat/291629742/,Москва,sale,flat,6,9,1,58.2,-1,0,29367720.0,Покровское-Стрешнево,Северо-Западный ао,,Спартак,Клубный Город на Реке Примавера ЖК
Трансстройинвест,developer,https://www.cian.ru/sale/flat/293058838/,Москва,sale,flat,16,22,1,58.9,-1,0,29365361.0,Останкинский,проспект Мира,105,ВДНХ,Сенатор
TOUCH,developer,https://www.cian.ru/sale/flat/299290972/,Москва,sale,flat,6,8,1,48.79,-1,0,29263000.0,Южнопортовый,,к1,Дубровка,Шампайн ЖК
Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/296779707/,Москва,sale,flat,2,8,1,47.0,-1,0,29450000.0,Беговой, 1-я Ямского Поля,1к1,Белорусская,Slava
GloraX,developer,https://www.cian.ru/sale/flat/300398447/,Москва,sale,flat,4,21,1,53.7,-1,0,29689999.0,Беговой, 1-я Ямского Поля,28С3,Белорусская,GloraX Premium Белорусская
Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/299733638/,Москва,sale,flat,16,21,1,42.0,-1,0,29900000.0,Хорошевский,Хорошевское шоссе,25Ак3,Хорошёвская,Династия
Бест офис на Таганской,real_estate_agent,https://www.cian.ru/sale/flat/301264192/,Москва,sale,flat,9,21,1,42.1,-1,0,29890000.0,Басманный, Земляной Вал,37,Чкаловская,Дом Chkalov
Метриум-Премиум Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/297951595/,Москва,sale,flat,17,19,1,37.0,-1,0,29900000.0,Гагаринский,Ленинский проспект,38Ак3,Ленинский проспект,Ленинский 38
ID 99674200,realtor,https://www.cian.ru/sale/flat/298598784/,Москва,sale,flat,19,41,1,54.9,-1,0,30000000.0,Раменки,1-й Сетуньский проезд,вл6,Ломоносовский проспект,Hide
Стадион Спартак,developer,https://www.cian.ru/sale/flat/275396149/,Москва,sale,flat,5,22,1,52.6,-1,0,30865680.0,Покровское-Стрешнево,Северо-Западный ао,,Спартак,Клубный Город на Реке Примавера ЖК
IKON Development,developer,https://www.cian.ru/sale/flat/300166317/,Москва,sale,flat,21,21,1,31.7,-1,0,31700000.0,Басманный, Земляной Вал,37,Чкаловская,Дом Chkalov
Балтийская Строительная Компания,developer,https://www.cian.ru/sale/flat/297286562/,Москва,sale,flat,13,13,1,46.9,-1,0,31727850.0,Арбат, Новый Арбат,,Смоленская,Звёзды Арбата
Sminex,developer,https://www.cian.ru/sale/flat/301346163/,Москва,sale,flat,11,14,1,45.0,-1,0,31680000.0,Раменки,проспект Генерала Дорохова,39к2М,,Собрание клубных домов West Garden
ЭЛИТА-ЭКО,developer,https://www.cian.ru/sale/flat/292406321/,Москва,sale,flat,2,14,1,35.58,-1,0,32235480.0,Дорогомилово,1-й Можайский тупик,8АС1,Киевская,D'ORO MILLE
MadeState,real_estate_agent,https://www.cian.ru/sale/flat/298834459/,Москва,sale,flat,21,37,1,47.3,-1,0,32000000.0,Беговой,Ленинградский проспект,вл8,Белорусская,Slava
Sminex,developer,https://www.cian.ru/sale/flat/301346325/,Москва,sale,flat,10,14,1,51.0,-1,0,32800000.0,Раменки,проспект Генерала Дорохова,39к2И,Минская,Собрание клубных домов West Garden
Брусника,developer,https://www.cian.ru/sale/flat/299131567/,Москва,sale,flat,7,7,1,113.1,-1,0,33980000.0,Метрогородок,,,Бульвар Рокоссовского,Квартал Метроном ЖК
IKON Development,developer,https://www.cian.ru/sale/flat/300166319/,Москва,sale,flat,21,21,1,35.1,-1,0,35100000.0,Басманный, Земляной Вал,37,Чкаловская,Дом Chkalov
Аеон-Девелопмент,developer,https://www.cian.ru/sale/flat/301173766/,Москва,sale,flat,10,46,1,43.5,-1,0,35258073.0,Фили-Давыдково,проспект Багратиона,,Фили,River Park Кутузовский
Hutton Development,developer,https://www.cian.ru/sale/flat/299066811/,Москва,sale,flat,8,17,1,50.5,-1,0,36208500.0,Гагаринский,Ленинский проспект,38,Ленинский проспект,Lunar
Руслан Гучински,realtor,https://www.cian.ru/sale/flat/301529327/,Москва,sale,flat,6,15,1,45.0,-1,0,36800000.0,Беговой, 1-я Ямского Поля,1к1,Белорусская,Slava
FORMA,developer,https://www.cian.ru/sale/flat/301158303/,Москва,sale,flat,18,26,1,40.93,-1,0,37336346.0,Пресненский,к2.2,к2.2,Белорусская,Репаблик ЖК
Hutton Development,developer,https://www.cian.ru/sale/flat/299066750/,Москва,sale,flat,4,8,1,49.5,-1,0,37500000.0,Гагаринский,м. Ленинский проспект,,Ленинский проспект,Лунар ЖК
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301825363/,Москва,sale,flat,10,20,1,40.0,-1,0,38000000.0,Пресненский,Мантулинская ,9к2,Деловой центр,City Park
Аеон-Девелопмент,developer,https://www.cian.ru/sale/flat/301174002/,Москва,sale,flat,15,46,1,53.7,-1,0,37946435.0,Дорогомилово,Кутузовский проезд,16А/1,Фили,River Park Кутузовский
ДомДау,developer,https://www.cian.ru/sale/flat/298394926/,Москва,sale,flat,5,85,1,50.71,-1,0,38763355.0,Пресненский,Московский международный деловой центр Москва-Сити тер.,,,Дом Дау
VOS HOD,developer,https://www.cian.ru/sale/flat/300560430/,Москва,sale,flat,9,17,1,69.5,-1,0,39128500.0,Филевский парк, Василисы Кожиной,вл25/1,Филёвский парк,AHEAD
Friends,real_estate_agent,https://www.cian.ru/sale/flat/300814999/,Москва,sale,flat,16,22,1,74.4,-1,0,41500000.0,Тропарево-Никулино,проспект Вернадского,92,Тропарёво,
FORMA,developer,https://www.cian.ru/sale/flat/301782129/,Москва,sale,flat,10,33,1,60.05,-1,0,42845675.0,Пресненский,к2.3,к2.3,Белорусская,Репаблик ЖК
FORMA,developer,https://www.cian.ru/sale/flat/298600079/,Москва,sale,flat,25,33,1,46.58,-1,0,43188976.0,Пресненский,к2.3,к2.3,Белорусская,Репаблик ЖК
ДомДау,developer,https://www.cian.ru/sale/flat/290636532/,Москва,sale,flat,26,85,1,53.09,-1,0,43353724.0,Пресненский,Московский международный деловой центр Москва-Сити тер.,,,Дом Дау
ДомДау,developer,https://www.cian.ru/sale/flat/290778398/,Москва,sale,flat,20,85,1,54.72,-1,0,43409434.0,Пресненский,Московский международный деловой центр Москва-Сити тер.,,,Дом Дау
Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/301267118/,Москва,sale,flat,13,23,1,104.0,-1,0,44700000.0,Басманный,набережная Академика Туполева,15,Бауманская,Каскад
Capital Group,developer,https://www.cian.ru/sale/flat/298020354/,Москва,sale,flat,15,67,1,47.5,-1,0,47500000.0,Пресненский,Краснопресненская набережная,14Ак1,Москва-Сити,Capital Towers
Рублево-Архангельское,developer,https://www.cian.ru/sale/flat/298726616/,Москва,sale,flat,6,7,1,67.72,-1,0,50078940.0,,,В20 кв-л,Павшино,Сберсити ЖК
Capital Group,developer,https://www.cian.ru/sale/flat/298020356/,Москва,sale,flat,31,67,1,51.1,-1,0,54000000.0,Пресненский,Краснопресненская набережная,14Ак2,Москва-Сити,Capital Towers
Центр-Инвест,developer,https://www.cian.ru/sale/flat/298329523/,Москва,sale,flat,6,9,1,65.1,-1,0,55380179.0,Таганский,Серебрянический переулок,8,Китай-город,Титул на Серебрянической
Центр-Инвест,developer,https://www.cian.ru/sale/flat/298329521/,Москва,sale,flat,6,9,1,62.5,-1,0,56477562.0,Таганский,Серебрянический переулок,8,Китай-город,Титул на Серебрянической
Capital Group,developer,https://www.cian.ru/sale/flat/301482951/,Москва,sale,flat,12,18,1,48.3,-1,0,58149819.0,Дорогомилово,,,Москва-Сити,Бадаевский ЖК
Novel Estates,real_estate_agent,https://www.cian.ru/sale/flat/300859548/,Москва,sale,flat,9,15,1,72.0,-1,0,58000000.0,Раменки,Университетский проспект,16,Ломоносовский проспект,
Sminex,developer,https://www.cian.ru/sale/flat/300266304/,Москва,sale,flat,4,14,1,55.7,-1,0,58350000.0,Пресненский,Электрический переулок,1с22,Белорусская,Квартал Тишинский бульвар
MadeState,real_estate_agent,https://www.cian.ru/sale/flat/301494101/,Москва,sale,flat,11,18,1,63.0,-1,0,60000000.0,Хамовники,Лужнецкая набережная,,Воробьёвы горы,Luzhniki Collection
Absolute Premium,developer,https://www.cian.ru/sale/flat/298887074/,Москва,sale,flat,2,18,1,58.8,-1,0,60448000.0,Хамовники,,,Воробьёвы горы,Коллекция Лужники ЖК
Capital Group,developer,https://www.cian.ru/sale/flat/301482869/,Москва,sale,flat,10,18,1,55.7,-1,0,61255726.0,Дорогомилово,,,Москва-Сити,Бадаевский ЖК
Центр-Инвест,developer,https://www.cian.ru/sale/flat/298329469/,Москва,sale,flat,6,9,1,66.3,-1,0,62279899.0,Таганский,Серебрянический переулок,8,Китай-город,Титул на Серебрянической
Галс-Девелопмент,developer,https://www.cian.ru/sale/flat/300112845/,Москва,sale,flat,5,6,1,57.42,-1,0,62243280.0,Замоскворечье,Космодамианская набережная,4/22С8,Новокузнецкая,Клубный дом Космо 4/22
Галс-Девелопмент,developer,https://www.cian.ru/sale/flat/300112862/,Москва,sale,flat,4,6,1,60.07,-1,0,64815530.0,Замоскворечье,Космодамианская набережная,4/22С8,Новокузнецкая,Клубный дом Космо 4/22
Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/300752525/,Москва,sale,flat,49,58,1,106.1,-1,0,67500000.0,Хорошево-Мневники, Народного Ополчения,15К2,Народное Ополчение,Wellton Towers
Балтийская Строительная Компания,developer,https://www.cian.ru/sale/flat/297286569/,Москва,sale,flat,6,13,1,82.8,-1,0,71692438.0,Арбат, Новый Арбат,,Смоленская,Звёзды Арбата
Стрелецкая Слобода,developer,https://www.cian.ru/sale/flat/294641872/,Москва,sale,flat,6,8,1,57.5,-1,0,83777500.0,Таганский,Тессинский переулок,1,Китай-город,"Тессинский, 1"
Балтийская Строительная Компания,developer,https://www.cian.ru/sale/flat/297286571/,Москва,sale,flat,8,13,1,94.3,-1,0,93357000.0,Арбат, Новый Арбат,,Смоленская,Звёзды Арбата
Трансстройинвест,developer,https://www.cian.ru/sale/flat/296303101/,Москва,sale,flat,2,7,1,74.0,-1,0,95238000.0,Мещанский,Большой Кисельный переулок,11,Тургеневская,Frank's house
Трансстройинвест,developer,https://www.cian.ru/sale/flat/296303057/,Москва,sale,flat,2,8,1,68.6,-1,0,96505794.0,Мещанский,Большой Кисельный переулок,11/2с2,Тургеневская,Frank's house
Sminex,developer,https://www.cian.ru/sale/flat/297972191/,Москва,sale,flat,1,4,1,67.4,-1,0,165420000.0,Тверской,,,Площадь Революции,Ильинка 3/8 ЖК
Hutton Development,developer,https://www.cian.ru/sale/flat/293911193/,Москва,sale,flat,-1,-1,-1,202.0,-1,0,167280000.0,Якиманка,Софийская набережная,34С3,Новокузнецкая,Клубный дом DUO
Mango Realty,real_estate_agent,https://www.cian.ru/sale/flat/300914311/,Москва,sale,flat,4,5,1,45.8,-1,0,4200000.0,,,,,
Апрелевка С2,developer,https://www.cian.ru/sale/flat/301203183/,Москва,sale,flat,3,3,1,35.8,-1,0,5298400.0,Новофедоровское поселение, Генерала Донскова,23к3,,Борисоглебское
Апрелевка С2,developer,https://www.cian.ru/sale/flat/297846979/,Москва,sale,flat,1,3,1,35.3,-1,0,5330300.0,Новофедоровское поселение, Генерала Донскова,27к4,,Борисоглебское
Апрелевка С2,developer,https://www.cian.ru/sale/flat/297846868/,Москва,sale,flat,2,3,1,35.1,-1,0,5300100.0,Новофедоровское поселение, Генерала Донскова,27к5,,Борисоглебское
Апрелевка С2,developer,https://www.cian.ru/sale/flat/297846869/,Москва,sale,flat,2,3,1,36.5,-1,0,5329000.0,Новофедоровское поселение, Генерала Донскова,27к5,,Борисоглебское
Апрелевка С2,developer,https://www.cian.ru/sale/flat/301203142/,Москва,sale,flat,2,3,1,35.6,-1,0,5446800.0,Новофедоровское поселение, Генерала Донскова,27к5,,Борисоглебское
МИЭЛЬ,real_estate_agent,https://www.cian.ru/sale/flat/295649148/,Москва,sale,flat,3,3,1,18.9,-1,0,5570000.0,Басманный,Большая Почтовая ,38С6,Электрозаводская,
Ордер,real_estate_agent,https://www.cian.ru/sale/flat/280751407/,Москва,sale,flat,4,7,1,33.56,-1,0,5600000.0,, Луговая,,Рассказовка,Эдельвейс
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/301682297/,Москва,sale,flat,2,3,1,40.7,-1,0,5700000.0,, Генерала Донскова,29к4,Апрелевка,Борисоглебское
,,https://www.cian.ru/sale/flat/288477415/,Москва,sale,flat,2,7,1,33.56,-1,0,5772320.0,,,к6,Рассказовка,Эдельвейс ЖК
ID 58404267,unknown,https://www.cian.ru/sale/flat/300135069/,Москва,sale,flat,5,5,1,40.0,-1,0,5800000.0,,,,,Легенда
Самолет Плюс,real_estate_agent,https://www.cian.ru/sale/flat/300272054/,Москва,sale,flat,2,3,1,22.8,-1,0,5850000.0,Головинский,Солнечногорский проезд,17,Моссельмаш,
PnP Development,real_estate_agent,https://www.cian.ru/sale/flat/291263455/,Москва,sale,flat,1,14,1,24.1,-1,0,5880000.0,Солнцево,Боровский проезд,24,Солнечная,
Ордер,real_estate_agent,https://www.cian.ru/sale/flat/280729658/,Москва,sale,flat,6,9,1,42.5,-1,0,5850000.0,, Луговая,,Рассказовка,Эдельвейс
Апрелевка С2,developer,https://www.cian.ru/sale/flat/298379278/,Москва,sale,flat,1,3,1,35.0,-1,0,5950000.0,, Генерала Донскова,29к5,Апрелевка,Борисоглебское
ФСК,developer,https://www.cian.ru/sale/flat/290027152/,Москва,sale,flat,1,15,1,22.94,-1,0,5980458.0,,,к2,Солнцево,Движение. Говорово ЖК
Апрелевка С2,developer,https://www.cian.ru/sale/flat/297846865/,Москва,sale,flat,3,3,1,40.7,-1,0,5982900.0,Новофедоровское поселение, Генерала Донскова,25к3,,Борисоглебское
Ордер,real_estate_agent,https://www.cian.ru/sale/flat/280800172/,Москва,sale,flat,6,7,1,43.14,-1,0,6039600.0,, Луговая,,Рассказовка,Эдельвейс
Апрелевка С2,developer,https://www.cian.ru/sale/flat/301203200/,Москва,sale,flat,1,3,1,40.8,-1,0,6038400.0,Новофедоровское поселение, Генерала Донскова,25к4,,Борисоглебское
Апрелевка С2,developer,https://www.cian.ru/sale/flat/301203206/,Москва,sale,flat,3,3,1,40.1,-1,0,6015000.0,Новофедоровское поселение, Генерала Донскова,27к3,,Борисоглебское
Апрелевка С2,developer,https://www.cian.ru/sale/flat/301203146/,Москва,sale,flat,2,3,1,40.5,-1,0,6034500.0,Новофедоровское поселение, Генерала Донскова,27к4,,Борисоглебское
ИПОМАКС,real_estate_agent,https://www.cian.ru/sale/flat/299287413/,Москва,sale,flat,3,5,1,31.0,-1,0,6050000.0,,,21,Апрелевка,
МИЭЛЬ,real_estate_agent,https://www.cian.ru/sale/flat/288557638/,Москва,sale,flat,1,7,1,21.0,-1,0,6089000.0,Южнопортовый,6-я Кожуховская ,24,Кожуховская,
ФСК,developer,https://www.cian.ru/sale/flat/290027165/,Москва,sale,flat,2,15,1,24.7,-1,0,6179940.0,,,к2,Солнцево,Движение. Говорово ЖК
ФСК,developer,https://www.cian.ru/sale/flat/296785601/,Москва,sale,flat,13,15,1,23.59,-1,0,6267863.0,,,к2,Солнцево,Движение. Говорово ЖК
Адрес,real_estate_agent,https://www.cian.ru/sale/flat/299651299/,Москва,sale,flat,2,10,1,30.8,-1,0,6200000.0,, Золотошвейная,2,Филатов Луг,Цветочные Поляны
Группа Аквилон,developer,https://www.cian.ru/sale/flat/298797507/,Москва,sale,flat,2,23,1,20.8,-1,0,6323381.0,Отрадное,Сигнальный проезд,12,Владыкино,Akvilon Signal
Апрелевка С2,developer,https://www.cian.ru/sale/flat/293999200/,Москва,sale,flat,1,3,1,35.3,-1,0,6354000.0,, Генерала Донскова,25к8,Апрелевка,Борисоглебское
ФСК,developer,https://www.cian.ru/sale/flat/290027243/,Москва,sale,flat,13,15,1,26.95,-1,0,6432965.0,,,к2,Солнцево,Движение. Говорово ЖК
Апрелевка С2,developer,https://www.cian.ru/sale/flat/298379463/,Москва,sale,flat,3,3,1,35.6,-1,0,6443600.0,Новофедоровское поселение, Генерала Донскова,27к4,,Борисоглебское
,,https://www.cian.ru/sale/flat/294571500/,Москва,sale,flat,3,9,1,42.8,-1,0,6548400.0,,,к5Б,Рассказовка,Эдельвейс ЖК
Апрелевка С2,developer,https://www.cian.ru/sale/flat/293999214/,Москва,sale,flat,2,3,1,35.8,-1,0,6515600.0,, Генерала Донскова,25к8,Апрелевка,Борисоглебское
Гранд Сервис Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/298431842/,Москва,sale,flat,1,5,1,30.0,-1,0,6500000.0,Донской, Стасовой,5,Ленинский проспект,
Самолет,developer,https://www.cian.ru/sale/flat/301391741/,Москва,sale,flat,11,16,1,27.0,-1,0,6510402.0,,,к2,Филатов Луг,Цветочные Поляны
Апрелевка С2,developer,https://www.cian.ru/sale/flat/291103112/,Москва,sale,flat,2,3,1,45.5,-1,0,6597500.0,Новофедоровское поселение, Генерала Донскова,27к5,,Борисоглебское
,,https://www.cian.ru/sale/flat/277242404/,Москва,sale,flat,2,9,1,43.7,-1,0,6642400.0,,,к5Б,Рассказовка,Эдельвейс ЖК
,,https://www.cian.ru/sale/flat/277242620/,Москва,sale,flat,6,9,1,42.5,-1,0,6630000.0,,,к3,Крёкшино,Эдельвейс ЖК
Самолет,developer,https://www.cian.ru/sale/flat/296435727/,Москва,sale,flat,14,16,1,26.9,-1,0,6632197.0,,,к3,Филатов Луг,Цветочные Поляны
Самолет Плюс,real_estate_agent,https://www.cian.ru/sale/flat/300008616/,Москва,sale,flat,4,5,1,22.0,-1,0,6600000.0,Аэропорт,2-й Амбулаторный проезд,8С3,Красный Балтиец,
,,https://www.cian.ru/sale/flat/286762325/,Москва,sale,flat,5,9,1,42.8,-1,0,6634000.0,,,к4А,Крёкшино,Эдельвейс ЖК
Апрелевка С2,developer,https://www.cian.ru/sale/flat/298379390/,Москва,sale,flat,3,3,1,45.9,-1,0,6701400.0,Новофедоровское поселение, Генерала Донскова,25к4,,Борисоглебское
Апрелевка С2,developer,https://www.cian.ru/sale/flat/293999166/,Москва,sale,flat,1,3,1,39.2,-1,0,6703200.0,, Генерала Донскова,25к8,Апрелевка,Борисоглебское
,,https://www.cian.ru/sale/flat/277242405/,Москва,sale,flat,2,9,1,44.6,-1,0,6779200.0,,,к5Б,Рассказовка,Эдельвейс ЖК
Самолет,developer,https://www.cian.ru/sale/flat/300306041/,Москва,sale,flat,16,17,1,34.63,-1,0,6766100.0,,,к4,Филатов Луг,Квартал Марьино ЖК
Группа Аквилон,developer,https://www.cian.ru/sale/flat/298797765/,Москва,sale,flat,2,23,1,23.2,-1,0,6834827.0,Отрадное,Сигнальный проезд,12,Владыкино,Akvilon Signal
Группа Аквилон,developer,https://www.cian.ru/sale/flat/298797813/,Москва,sale,flat,4,23,1,21.9,-1,0,6843739.0,Отрадное,Сигнальный проезд,12,Владыкино,Akvilon Signal
Самолет,developer,https://www.cian.ru/sale/flat/301414476/,Москва,sale,flat,16,17,1,37.22,-1,0,6808690.0,,,к4,Филатов Луг,Квартал Марьино ЖК
Самолет,developer,https://www.cian.ru/sale/flat/297780249/,Москва,sale,flat,17,17,1,35.83,-1,0,6815480.0,,,к4,Филатов Луг,Квартал Марьино ЖК
Самолет,developer,https://www.cian.ru/sale/flat/301603798/,Москва,sale,flat,2,9,1,38.25,-1,0,6886952.0,,,к33,Рассказовка,Новое Внуково ЖК
Самолет,developer,https://www.cian.ru/sale/flat/299291703/,Москва,sale,flat,15,16,1,32.7,-1,0,6865607.0,,,к2,Филатов Луг,Цветочные Поляны
МИЭЛЬ,real_estate_agent,https://www.cian.ru/sale/flat/298111008/,Москва,sale,flat,1,2,1,12.5,-1,0,6875000.0,Басманный,Гороховский переулок,6/1С2,Курская,
Апрелевка С2,developer,https://www.cian.ru/sale/flat/297846878/,Москва,sale,flat,1,3,1,39.2,-1,0,6860000.0,, Генерала Донскова,29к5,Апрелевка,Борисоглебское
Самолет,developer,https://www.cian.ru/sale/flat/292082038/,Москва,sale,flat,1,5,1,34.61,-1,0,6923761.0,,,к30,Рассказовка,Новое Внуково ЖК
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/299611997/,Москва,sale,flat,9,17,1,24.0,-1,0,6900000.0,, 3-я Нововатутинская,11,Коммунарка,
Апрелевка С2,developer,https://www.cian.ru/sale/flat/297846888/,Москва,sale,flat,1,3,1,45.9,-1,0,6917130.0,, Генерала Донскова,29к5,Апрелевка,Борисоглебское
А101,developer,https://www.cian.ru/sale/flat/297138868/,Москва,sale,flat,2,9,1,34.6,-1,0,6949791.0,,,2,Толстопальцево,Родные кварталы ЖК
Самолет,developer,https://www.cian.ru/sale/flat/297650623/,Москва,sale,flat,10,10,1,34.04,-1,0,6946602.0,,,к32,Рассказовка,Новое Внуково ЖК
Самолет,developer,https://www.cian.ru/sale/flat/297650719/,Москва,sale,flat,9,9,1,35.39,-1,0,6931725.0,,,к31,Рассказовка,Новое Внуково ЖК
Самолет,developer,https://www.cian.ru/sale/flat/299291694/,Москва,sale,flat,14,14,1,35.3,-1,0,6926560.0,,,к2,Филатов Луг,Цветочные Поляны
Апрелевка С2,developer,https://www.cian.ru/sale/flat/297846922/,Москва,sale,flat,1,3,1,39.6,-1,0,6930000.0,, Генерала Донскова,29к5,Апрелевка,Борисоглебское
,,https://www.cian.ru/sale/flat/277241898/,Москва,sale,flat,2,7,1,43.14,-1,0,6988680.0,,,к6,Рассказовка,Эдельвейс ЖК
,,https://www.cian.ru/sale/flat/277241838/,Москва,sale,flat,2,7,1,43.61,-1,0,7064820.0,,,к6,Рассказовка,Эдельвейс ЖК
Инград,developer,https://www.cian.ru/sale/flat/300383808/,Москва,sale,flat,14,22,1,24.6,-1,0,7082534.0,,,к5,Саларьево,Филатов Луг ЖК
